id,title,category,sub_category,color,gender,usage
39248,red chief men olive shoes,footwear,shoes,olive,men,casual
41352,wrangler women classics jeans,apparel,bottomwear,black,women,casual
11422,united colors of benetton men summer blue tshirt,apparel,topwear,blue,men,casual
25617,fastrack women silver casual watch,accessories,watches,silver,women,casual
26092,john miller men striped blue shirt,apparel,topwear,blue,men,formal
55560,revlon age defying sculpt logic reshaping day cream,personal care,skin care,gold,women,casual
8218,nike mens air googly 2 white orange shoe,footwear,shoes,white,men,sports
2722,disney kids boys denim mickey surf kidswear,apparel,bottomwear,blue,boys,casual
43405,lino perros men monday to friday socks,accessories,socks,multi,men,casual
28934,mr men printed charcoal tshirt,apparel,topwear,charcoal,men,casual
13375,timberland men jeunes blue sandals,footwear,sandal,blue,men,casual
46177,adrika white necklace,accessories,jewellery,white,women,casual
7250,rockport mens monte road black shoe,footwear,shoes,black,men,formal
49903,qq kids unisex yellow dial analog watch,accessories,watches,yellow,unisex,casual
16607,jealous 21 women solid magenta knit top,apparel,topwear,magenta,women,casual
31819,titan men chronograph blue dial watch,accessories,watches,blue,men,casual
50012,hanes women black cotton stretch moulded cup bra,apparel,innerwear,black,women,sports
28108,jockey modern classic men blue trunks 8009,apparel,innerwear,blue,men,casual
6382,numero uno mens grey navy flip flop,footwear,flip flops,navy blue,men,casual
34557,puma women fitness barrel pink handbag,accessories,bags,pink,women,casual
31217,lotto men sneak red casual shoes,footwear,shoes,red,men,casual
12095,w women printed violet kurtas,apparel,topwear,purple,women,ethnic
54680,shree women peach kurta,apparel,topwear,peach,women,ethnic
27372,tantra men blood test green tshirt,apparel,topwear,green,men,casual
2510,numero uno mens casual black leatherette shoe,footwear,shoes,black,men,casual
43637,vero moda women pink dress,apparel,dress,pink,women,casual
22600,nike men white tshirt,apparel,topwear,white,men,sports
16435,levis men printed olive tshirts,apparel,topwear,olive,men,casual
8816,spykar men ranger blue navy checks shirts,apparel,topwear,blue,men,casual
7062,nike unisex classic black grey backpack,accessories,bags,black,unisex,sports
34765,be for bag women zoli beige tote bag,accessories,bags,beige,women,casual
47297,baggit women beige handbag,accessories,bags,beige,women,casual
50220,stoln women red belt,accessories,belts,red,women,casual
20157,wrangler men festa bright green shirt,apparel,topwear,green,men,casual
38994,gini and jony boys jeans blue jeans,apparel,bottomwear,blue,boys,casual
14362,catwalk women casual beige flats,footwear,shoes,beige,women,casual
44412,red tape men black shoes,footwear,shoes,black,men,casual
5735,reebok mens dhoni trainer white gold shoe,footwear,shoes,white,men,sports
52577,modacc women black clutch,accessories,bags,black,women,casual
39846,gini and jony girls striped green top,apparel,topwear,green,girls,casual
33540,wrangler women maddy red top,apparel,topwear,red,women,casual
58871,hakashi men steel cufflinks,accessories,cufflinks,steel,men,casual
57005,hm women black sandals,footwear,shoes,black,women,ethnic
11610,w women solid beige kurtas,apparel,topwear,beige,women,ethnic
25425,puma women shopper sea blue handbag,accessories,bags,blue,women,casual
32492,proline men olive tshirt,apparel,topwear,olive,men,casual
13523,jealous 21 women printed pink tops,apparel,topwear,pink,women,casual
27716,murcia women black handbag,accessories,bags,black,women,casual
43253,aneri women cream kurta,apparel,topwear,cream,women,ethnic
49769,alma women white tunic,apparel,topwear,white,women,casual
31673,spykar men washed blue jeans,apparel,bottomwear,blue,men,casual
19019,catwalk women silver heels,footwear,shoes,silver,women,casual
55336,revlon colorsilk 1n black hair colour,personal care,hair,black,women,casual
34301,fabindia women orange tussar dupatta,apparel,topwear,orange,women,ethnic
17183,us polo assn men stripes maroon shirt,apparel,topwear,maroon,men,casual
22264,inc 5 women casual golden flats,footwear,shoes,gold,women,casual
16051,highlander men check grey shirt,apparel,topwear,grey,men,casual
46721,rasasi men hope perfume,personal care,fragrance,silver,men,casual
7406,red tape men black formal shoe,footwear,shoes,black,men,formal
19825,us polo assn men check green shirt,apparel,topwear,green,men,casual
4283,rockport mens ananti black formal shoe,footwear,shoes,black,men,formal
36456,spinn men temptation brown shoes,footwear,shoes,brown,men,casual
52113,myntra women orange printed kurti,apparel,topwear,orange,women,ethnic
20533,baggit women tijori taj purple wallet,accessories,wallets,purple,women,casual
14706,genesis men stripes purple shirts,apparel,topwear,purple,men,formal
33918,citizen women white dial watch,accessories,watches,white,women,casual
44076,boss women 75 ml perfume,personal care,fragrance,white,women,casual
5351,quechua arpenaz sandal 50 l beige,footwear,shoes,beige,women,sports
37584,madagascar3 infant girls light green snapsuit romper,apparel,topwear,green,girls,casual
11274,nike men crickt black track pants,apparel,bottomwear,black,men,sports
45998,fabindia blue selfstriped saree,apparel,saree,blue,women,ethnic
25041,nike men yellow jersey,apparel,topwear,yellow,men,sports
33124,catwalk women black stilettos,footwear,shoes,black,women,casual
36664,paridhan women brown handbag,accessories,bags,brown,women,casual
45396,rocia women black  white sandals,footwear,shoes,black,women,casual
44244,hidekraft women black handbag,accessories,bags,black,women,casual
5163,ed hardy mens beautiful but dangerous black tshirt,apparel,topwear,black,men,casual
14534,mark taylor men printed black tshirts,apparel,topwear,black,men,casual
41736,catwalk women golden heels,footwear,shoes,gold,women,casual
11046,scullers men check white shirts,apparel,topwear,white,men,casual
25273,lino perros women red handbag,accessories,bags,red,women,casual
10194,carrera men sqaure dial leather strap black watches,accessories,watches,black,men,casual
57653,lotus herbals colour dew strawberry idea nail polish 95,personal care,nails,pink,women,general
33316,arrow new york men grey striped slim fit shirt,apparel,topwear,grey,men,formal
30593,nike unisex tennis white cap,accessories,headwear,white,unisex,sports
2346,reebok men electric blue polo tshirt,apparel,topwear,blue,men,casual
43061,nike men black dutch  tshirt,apparel,topwear,black,men,casual
48489,french connection women peach top,apparel,topwear,peach,women,casual
13711,proline mens solid black polo tshirt,apparel,topwear,black,men,casual
3294,asics women sport gel cushioning white shoe,footwear,shoes,white,women,sports
50476,chromozome men black briefs,apparel,innerwear,black,men,casual
34133,turtle men brown wallet,accessories,wallets,brown,men,smart casual
46513,timex women white dial watch,accessories,watches,white,women,casual
7634,puma mens mazarine blue polo tshirt,apparel,topwear,blue,men,sports
55938,colorbar desire nail lacquer 22,personal care,nails,brown,women,casual
22056,vishudh women printed blue kurta,apparel,topwear,blue,women,ethnic
58086,rreverie silver  black earrings,accessories,jewellery,silver,women,casual
56920,hm women black sandals,footwear,shoes,black,women,casual
41997,gini and jony girls pretty blossom blue top,apparel,topwear,blue,girls,casual
38163,miami blues men sunglasses,accessories,eyewear,white,men,casual
10709,nike women trainng short sleeve tshirt purple tshirts,apparel,topwear,purple,women,sports
32459,adidas men tank green tshirt,apparel,topwear,green,men,casual
59968,avirate women black dress,apparel,dress,black,women,party
3409,myntra mens not tonight ladies tshirt,apparel,topwear,white,men,casual
55799,sdl by sweet dreams women pink nightdress,apparel,loungewear and nightwear,white,women,casual
7895,proline men olive green checked shorts,apparel,bottomwear,olive,men,casual
18564,catwalk women casual teal sandal,footwear,shoes,teal,women,casual
6947,tantra mens glasses mustard tshirt,apparel,topwear,mustard,men,casual
48214,united colors of benetton men black sunglasses,accessories,eyewear,black,men,casual
9133,puma men iknois 2xt white sports shoes,footwear,shoes,white,men,sports
51339,raymond men brown socks,accessories,socks,brown,men,casual
29223,fila men pack of 3 socks,accessories,socks,white,men,sports
12862,lee cooper men formal black shoes,footwear,shoes,black,men,formal
23719,rayban men black caravan sunglasses,accessories,eyewear,black,men,casual
19684,united colors of benetton women printed blue top,apparel,topwear,blue,women,casual
46980,bulchee women black handbag,accessories,bags,black,women,casual
26059,john miller men gingham black shirt,apparel,topwear,black,men,formal
51937,nyk women teal tiny handbag,accessories,bags,teal,women,casual
48026,helix women white dial watch,accessories,watches,white,women,casual
54479,hanes men olive premium string bikini briefs,apparel,innerwear,olive,men,casual
18756,arrow woman kiro blue shirt,apparel,topwear,blue,women,casual
26865,jealous 21 women navy blue top,apparel,topwear,navy blue,women,casual
29011,adidas men panel polo blue tshirt,apparel,topwear,blue,men,casual
30900,fabindia women orange salwar,apparel,bottomwear,orange,women,ethnic
6349,crocs kids unisex basic black kidswear,footwear,flip flops,black,unisex,casual
37319,casio gshock men black digital watch g93001dr g342,accessories,watches,black,men,casual
1950,puma mens colour splash tshirt,apparel,topwear,black,men,casual
59366,vishudh women red  white kurta,apparel,topwear,red,women,ethnic
45739,folklore women lavender kurta,apparel,topwear,lavender,women,ethnic
39283,red chief men khaki sandals,footwear,sandal,khaki,men,casual
15875,warner bros kids unisex tj beach slipper blue slippers,footwear,flip flops,blue,unisex,casual
48442,french connection men white printed tshirt,apparel,topwear,white,men,casual
23973,peter england men purple printed tshirt,apparel,topwear,purple,men,casual
9765,puma men ducati heritage black tshirts,apparel,topwear,black,men,sports
30558,opium unisex brown sunglasses,accessories,eyewear,brown,unisex,casual
18332,fila unisex navy blue  red ventos backpacks,accessories,bags,navy blue,unisex,casual
12608,jealous 21 women printed maroon tops,apparel,topwear,maroon,women,casual
35816,enroute women beige shoes,footwear,shoes,beige,women,casual
42178,lotto men red sports shoes,footwear,shoes,red,men,sports
49590,catwalk women brown wedges,footwear,shoes,brown,women,casual
42944,french connection men black belt,accessories,belts,black,men,casual
21618,enamor women smooth white bra,apparel,innerwear,white,women,casual
59702,avirate black wired corset shapewear,apparel,innerwear,black,women,casual
4846,sher singh women white polo tshirt,apparel,topwear,white,women,casual
5994,highlander men grey checked slim fit shirt,apparel,topwear,grey,men,casual
38735,nike unisex black messenger bag,accessories,accessories,black,unisex,casual
4248,probase mens mirror on the grey tshirt,apparel,topwear,grey,men,casual
59530,lucera silver earrings,accessories,jewellery,silver,women,casual
32801,ipanema women neo white flip flops,footwear,flip flops,white,women,casual
24964,united colors of benetton men black tshirt,apparel,topwear,black,men,casual
53836,vishudh women white and green printed kurta,apparel,topwear,white,women,ethnic
24158,aurelia women magenta kurta,apparel,topwear,magenta,women,ethnic
44881,puma men black track pants,apparel,bottomwear,black,men,casual
43298,united colors of benetton men brown flip flop,footwear,flip flops,brown,men,casual
48670,lucera women silver earrings,accessories,jewellery,silver,women,casual
9557,nike men running blue tshirts,apparel,topwear,blue,men,sports
17974,puma men rio black sandal,footwear,sandal,black,men,casual
8485,forever new women porcelain black dress,apparel,dress,black,women,casual
47638,carlton london women black peep toes,footwear,shoes,black,women,casual
28795,denizen men blue jeans,apparel,bottomwear,blue,men,casual
2983,puma womens graphic vneck grey tshirt,apparel,topwear,grey,women,casual
3851,disney kids girls minnie heart pink kidswear,apparel,topwear,pink,girls,casual
9791,classic polo men ikon brown polo tshirts,apparel,topwear,brown,men,casual
2379,red tape mens black formal shoe,footwear,shoes,black,men,formal
34930,fabindia navy blue dupatta,apparel,topwear,navy blue,women,ethnic
8643,fastrack unisex bikers green sunglasses,accessories,eyewear,green,unisex,casual
49564,spice art women brown handbag,accessories,bags,brown,women,casual
22855,woodland men brown casual shoes,footwear,shoes,brown,men,casual
28553,nike men pique navy blue tshirt,apparel,topwear,navy blue,men,casual
43862,royal diadem maroon earrings,accessories,jewellery,maroon,women,casual
50449,chromozome men charcoal melange briefs,apparel,innerwear,charcoal,men,casual
55907,colorbar cappuccino cup nail lacquer 11,personal care,nails,brown,women,casual
22069,vishudh women printed red kurtas,apparel,topwear,red,women,ethnic
11845,playboy men brown flip flops,footwear,flip flops,brown,men,casual
10997,puma men track white silver watches,accessories,watches,silver,men,casual
37789,john players men formal lavender shirt,apparel,topwear,lavender,men,formal
58624,toniq women black bracelet,accessories,jewellery,black,women,casual
41709,catwalk women black heels,footwear,shoes,black,women,casual
39613,catwalk women silver heels,footwear,shoes,silver,women,casual
11079,scullers men check green shirts,apparel,topwear,green,men,casual
5960,highlander men solid poplin purple shirts,apparel,topwear,purple,men,casual
33329,arrow new york men lavender slim fit shirt,apparel,topwear,lavender,men,formal
25842,diva women printed multi coloured kurta,apparel,topwear,multi,women,ethnic
36469,spinn men zoom white casual shoes,footwear,shoes,white,men,casual
14739,arrow men stripes white shirts,apparel,topwear,white,men,formal
33927,citizen women white dial watch ex032050a,accessories,watches,white,women,casual
44049,boss men pure deo,personal care,fragrance,blue,men,casual
52910,fnf printed pink sari,apparel,saree,pink,women,ethnic
10399,puma men cardiac 209 black watches,accessories,watches,black,men,casual
44875,puma men grey tshirt,apparel,topwear,grey,men,sports
48684,lucera women silver earrings,accessories,jewellery,silver,women,casual
17980,puma unisex navy blue hip hop casual shoes,footwear,shoes,navy blue,unisex,casual
16852,idee women funky eyewear green sunglasses,accessories,eyewear,green,women,casual
8471,scullers for her women wow woven purple shirts,apparel,topwear,purple,women,casual
49756,parx men blue  black tie,accessories,ties,blue,men,formal
19026,catwalk women peep toe beige peep toes,footwear,shoes,beige,women,casual
28761,aurelia women beige kurta,apparel,topwear,beige,women,ethnic
2977,puma womens punk graphic white tshirt,apparel,topwear,white,women,casual
7439,proline men navy striped tshirt,apparel,topwear,navy blue,men,casual
58072,rreverie silver  brown earrings,accessories,jewellery,silver,women,casual
20168,wrangler men calgary grey shirt,apparel,topwear,grey,men,casual
41963,gini and jony girls core green top,apparel,topwear,green,girls,casual
52548,pepe jeans men blue jeans,apparel,bottomwear,blue,men,casual
39879,adidas unisex black team duffle bag,accessories,bags,black,unisex,casual
38197,polaroid men sunglasses,accessories,eyewear,brown,men,casual
20954,adidas men numbers grey flip flops,footwear,flip flops,grey,men,casual
21886,biba women printed pink kurta,apparel,topwear,pink,women,ethnic
31228,puma women black basic capris,apparel,bottomwear,black,women,sports
7861,proline men blue printed round neck tshirt,apparel,topwear,blue,men,casual
19442,quiksilver men black octo gloves,accessories,gloves,black,men,casual
13178,fila men dls nitrous white sports shoes,footwear,shoes,white,men,sports
18590,puma women foundation black socks,accessories,socks,black,women,casual
8829,spykar men ranger purpleblack stripe white shirts,apparel,topwear,white,men,casual
12896,puma men yacht battleship brown casual shoes,footwear,shoes,brown,men,casual
35688,us polo assn men black shoes,footwear,shoes,black,men,casual
28305,fastrack men steel sunglasses,accessories,eyewear,steel,men,casual
12298,genesis men check black shirts,apparel,topwear,black,men,formal
19670,united colors of benetton women solid olive tshirt,apparel,topwear,olive,women,casual
46974,bulchee women brown handbag,accessories,bags,brown,women,casual
8227,fastrack unisex navy blue messenger bag,accessories,bags,navy blue,unisex,casual
49100,deborah amber 24 ore perfect foundation 5,personal care,makeup,skin,women,casual
26891,jealous 21 women printed pink top,apparel,topwear,pink,women,casual
16638,facit men smart maroon tshirt,apparel,topwear,maroon,men,casual
31826,titan men white dial watch,accessories,watches,silver,men,casual
28137,jockey comfort plus men olive brief 8044,apparel,innerwear,olive,men,casual
27943,jockey men comfort stretch charcoal bikini brief,apparel,innerwear,charcoal,men,casual
34568,tonga women teal top,apparel,topwear,teal,women,casual
5538,nike mens lunar glide grey black purple shoe,footwear,shoes,black,men,sports
58240,baggit women black wallet,accessories,wallets,black,women,casual
21288,allen solly women oversized sunglasses as205c1,accessories,eyewear,black,women,casual
57208,kraus jeans women blue jeggings,apparel,bottomwear,blue,women,casual
14953,status quo men stripes navy blue tshirts,apparel,topwear,navy blue,men,casual
15881,warner bros kids unisex tj stud sandal grey casual shoes,footwear,shoes,grey,unisex,casual
39277,red chief men olive casual shoes,footwear,shoes,olive,men,casual
25628,fastrack women charcoal grey dial watch n6015sl02,accessories,watches,grey,women,casual
45391,rocia women black sandals,footwear,shoes,black,women,casual
52326,toniq women white bangle,accessories,jewellery,white,women,casual
14533,mark taylor men printed green tshirts,apparel,topwear,green,men,casual
20706,buckaroo men melania blue casual shoes,footwear,shoes,blue,men,casual
5164,ed hardy mens geishas  blossoms grey tshirt,apparel,topwear,grey,men,casual
25274,lino perros women sequins red handbag,accessories,bags,red,women,casual
11041,scullers men purple check shirt,apparel,topwear,purple,men,casual
41731,catwalk women bronze flats,footwear,shoes,bronze,women,casual
33311,jack  jones men white  navy blue tshirt,apparel,topwear,white,men,casual
5958,highlander men brown checked shirts,apparel,topwear,brown,men,casual
10193,carrera men dial green numbers black watch,accessories,watches,black,men,casual
57654,lotus herbals cosy mulberry nail polish 94,personal care,nails,pink,women,casual
34908,fabindia women black dupatta,apparel,topwear,black,women,ethnic
43066,nike men black  yellow striped tshirt,apparel,topwear,black,men,casual
30594,nike unisex rafa bull logo green cap,accessories,headwear,green,unisex,sports
2341,reebok men graffiti black tshirt,apparel,topwear,black,men,casual
31446,nike boys running green jersey,apparel,topwear,green,boys,sports
3293,asics women white gel strike 2 blue shoe,footwear,shoes,white,women,sports
34134,turtle men black wallet,accessories,wallets,black,men,smart casual
50471,chromozome men blue  black brief,apparel,innerwear,blue,men,casual
22051,vishudh women printed blue kurta,apparel,topwear,blue,women,ethnic
42988,nike men black dual fusion sports shoes,footwear,shoes,black,men,sports
7633,puma mens woven black short,apparel,bottomwear,black,men,sports
46514,timex men white dial watch,accessories,watches,white,men,casual
43254,aneri women pink kurta,apparel,topwear,pink,women,ethnic
27711,murcia women green handbag,accessories,bags,green,women,casual
13524,jealous 21 women solid purple tops,apparel,topwear,purple,women,casual
55331,revlon women color silk dark mahogany brown hair colour 3rb,personal care,hair,brown,women,casual
8449,jealous 21 women jealous panthea purple top black tops,apparel,topwear,black,women,casual
50643,chromozome white innerwear vest pr08,apparel,innerwear,white,men,casual
17184,us polo assn men stripes blue shirt,apparel,topwear,blue,men,casual
7401,red tape men brown casual shoes,footwear,shoes,brown,men,casual
19822,us polo assn men solid charcoal sweater,apparel,topwear,charcoal,men,casual
46726,rasasi women hope perfume,personal care,fragrance,silver,women,casual
16056,highlander men solid beige trouser,apparel,bottomwear,beige,men,casual
22263,inc 5 women casual bronze flats,footwear,shoes,bronze,women,casual
52114,myntra women off white printed top,apparel,topwear,off white,women,casual
4284,rockport men arratoon black shoe,footwear,shoes,black,men,formal
36451,spinn men swift black sports shoes,footwear,shoes,black,men,sports
5356,kalenji kapteren aw red 2010,footwear,shoes,red,men,sports
37583,madagascar3 infant girls pink snapsuit romper,apparel,topwear,pink,girls,casual
44071,hugo women summer edition perfume,personal care,fragrance,pink,women,casual
14701,basics men olive cargos,apparel,bottomwear,olive,men,casual
20534,baggit women voltage gang black wallet,accessories,wallets,black,women,casual
52928,fnf multi coloured sari,apparel,saree,white,women,ethnic
25046,lino perros men formal yellow accessory gift set,accessories,accessories,blue,men,formal
11273,nike men  blue jacket,apparel,topwear,blue,men,casual
57466,puma unisex blue flip flops,footwear,flip flops,blue,unisex,casual
24194,deni yo men slim fit black jeans,apparel,bottomwear,black,men,casual
33123,catwalk women silver heels,footwear,shoes,silver,women,casual
7859,proline men purple printed tshirt,apparel,topwear,purple,men,casual
12092,w women printed blue kurtas,apparel,topwear,blue,women,ethnic
31210,nike women air propel white sports shoes,footwear,shoes,white,women,sports
43630,vero moda women red shirt,apparel,topwear,red,women,casual
27375,tantra men circles grey tshirt,apparel,topwear,grey,men,casual
54687,shree women blue and red printed kurta,apparel,topwear,blue,women,casual
7065,nike unisex all access red backpack,accessories,bags,red,unisex,sports
46342,locomotive men blue jeans,apparel,bottomwear,blue,men,casual
16432,levis men printed white tshirts,apparel,topwear,white,men,casual
8811,spykar men range bluewhite stripes blue shirts,apparel,topwear,blue,men,casual
22607,nike men navy blue shorts,apparel,bottomwear,navy blue,men,sports
50227,stoln women black belt,accessories,belts,black,women,casual
47290,baggit women green mars hoor wallet,accessories,wallets,green,women,casual
34762,be for bag women orange bag,accessories,bags,orange,women,casual
44415,red tape men brown shoes,footwear,shoes,brown,men,casual
14365,catwalk women casual beige flats,footwear,shoes,beige,women,casual
38993,gini and jony boys rodeo blue jeans,apparel,bottomwear,blue,boys,casual
20150,wrangler men stampede black shirt,apparel,topwear,black,men,casual
39841,gini and jony girls striped pink top,apparel,topwear,pink,girls,casual
52570,modacc women grey clutch,accessories,bags,grey,women,casual
36035,otls unisex olive green bag,accessories,bags,olive,unisex,casual
57002,hm women golden sandals,footwear,shoes,gold,women,casual
58876,hakashi men black tie,accessories,ties,black,men,casual
33547,wrangler men nimrod oxford white shirt,apparel,topwear,white,men,casual
32495,converse men ct diamond print hi black shoes,footwear,shoes,black,men,casual
25422,nike men air profusion green sports shoes,footwear,shoes,green,men,sports
11617,w women solid green kurtis,apparel,topwear,green,women,ethnic
36809,mont blanc women femme individuelle perfume,personal care,fragrance,pink,women,casual
58278,baggit women brown handbag,accessories,bags,brown,women,casual
14157,belmonte men bright assorted steel cufflinks,accessories,cufflinks,steel,men,formal
20362,spykar men solid black tshirt,apparel,topwear,black,men,casual
5500,mrmen mens mrperfect white tshirt,apparel,topwear,white,men,casual
44627,nike men grey 34 length pants,apparel,bottomwear,grey,men,casual
36207,gini jony girls printed white top,apparel,topwear,white,girls,casual
15085,mother earth men black printed kurta,apparel,topwear,black,men,ethnic
33775,puma women conrad reversible pink beanie cap,accessories,headwear,pink,women,casual
40287,warner bros kids unisex yellow sandals,footwear,sandal,yellow,unisex,casual
57230,murcia women purple handbag,accessories,bags,purple,women,casual
25610,fastrack women black  white dial watch n2161sl09,accessories,watches,black,women,casual
11425,united colors of benetton men summer grey tshirts,apparel,topwear,grey,men,casual
49138,deborah nude perfection 5 foundation,personal care,makeup,skin,women,casual
19648,united colors of benetton women solid light brown top,apparel,topwear,brown,women,casual
13372,timberland men toddler grey casual shoes,footwear,shoes,grey,men,casual
28933,mr men printed teal tshirt,apparel,topwear,teal,men,casual
43402,lino perros men monday to friday socks,accessories,socks,black,men,casual
50829,new hide men black belt,accessories,belts,black,men,formal
49904,qq kids unisex blue dial analog watch,accessories,watches,blue,unisex,casual
7257,rockport mens alfrew dark tan shoe,footwear,shoes,brown,men,formal
35482,bata men black formal shoes,footwear,shoes,black,men,formal
46170,adrika black necklace,accessories,jewellery,black,women,casual
6385,puma mens future cat engine black shoe,footwear,shoes,black,men,sports
34550,puma women dizzy shopper multi colour handbag,accessories,bags,multi,women,casual
50015,hanes men white duo dry body fit crew tshirt,apparel,innerwear,white,men,casual
12066,w women printed black kurtas,apparel,topwear,black,women,ethnic
3431,myntra mens i have a helluva attitude tshirt,apparel,topwear,black,men,casual
30336,myntra men warning red tshirt,apparel,topwear,red,men,casual
27381,jovan women white musk deo,personal care,fragrance,white,women,casual
35644,us polo assn men black sandals,footwear,sandal,black,men,casual
7091,wildcraft unisex grey  black cruiser backpack,accessories,bags,grey,unisex,casual
51301,hop scotch boys black watch,accessories,watches,black,boys,casual
23721,rayban men high street sunglasses,accessories,eyewear,gold,men,casual
9937,probase men outdoor event grey tshirts,apparel,topwear,grey,men,casual
17514,jealous 21 women solid black sweater,apparel,topwear,black,women,casual
47264,fcuk underwear men white  black brief,apparel,innerwear,white,men,casual
13988,puma men future cat remix lo navy blue casual shoes,footwear,shoes,navy blue,men,casual
34796,flying machine men black hat,accessories,headwear,black,men,casual
6143,puma women apex grey pink floater,footwear,sandal,grey,women,casual
38967,wildcraft unisex grey  red waist pouch,accessories,bags,grey,unisex,casual
14391,catwalk women lifestyle black wedges,footwear,shoes,black,women,formal
53456,catwalk women black casual shoes,footwear,shoes,black,women,casual
15243,adidas originals men sl 72 navy blue casual shoes,footwear,shoes,navy blue,men,casual
45533,fila men navy blue tshirt,apparel,topwear,navy blue,men,casual
56918,hm women black heels,footwear,shoes,black,women,casual
4614,wildcraft unisex blue  grey printed sling bag,accessories,bags,blue,unisex,casual
10731,murcia women lorra coffee brown handbags,accessories,bags,brown,women,casual
24504,pacific gold men brown leather belt,apparel,topwear,brown,men,formal
58882,hakashi men black tie,accessories,ties,black,men,casual
20998,fastrack women leatherette grey belt,accessories,belts,grey,women,casual
59950,taylor of london women kashmir deo,personal care,fragrance,yellow,women,casual
32461,adidas men navy blue polo tshirt,apparel,topwear,navy blue,men,sports
56124,colorbar perfect match classic ivory foundation 001,personal care,makeup,skin,women,casual
20396,baggit women digital taj brown wallet,accessories,wallets,brown,women,casual
37321,casio enticer women pink dial watch ltp1165a4cdf sh20,accessories,watches,pink,women,casual
4426,wrangler mens diamond stitch polo white tshirt,apparel,topwear,white,men,casual
21244,footloose black unisex chkmate backpack,accessories,bags,black,unisex,casual
15071,ganuchi men brown sandals,footwear,sandal,brown,men,casual
38369,peter england men black belt,accessories,belts,black,men,casual
33781,puma men formstripe quarter black socks,accessories,socks,black,men,casual
10503,flying machine women rn hs white tshirts,apparel,topwear,white,women,casual
24736,murcia women black and gold handbag,accessories,bags,black,women,casual
56316,fastrack women white dial watch,accessories,watches,white,women,casual
32653,nike women sphere purple tshirt,apparel,topwear,purple,women,sports
3603,puma unisex splash red black flip flop,footwear,flip flops,red,unisex,sports
42524,mother earth women green kurta,apparel,topwear,green,women,ethnic
12254,genesis men check red shirts,apparel,topwear,red,men,formal
13386,timberland women femmes beige casual shoes,footwear,shoes,beige,women,casual
9339,puma men ducati graphic white tshirts,apparel,topwear,white,men,casual
29029,adidas unisex corps navy blue cap,accessories,headwear,navy blue,unisex,casual
35476,bata men remo black formal shoes,footwear,shoes,black,men,formal
46184,adrika green teracotta  jewellery set,accessories,jewellery,green,women,casual
47056,shree women purple  magenta jodhpuri salwar,apparel,bottomwear,purple,women,ethnic
6371,puma mens suede archive indigo blue shoe,footwear,shoes,blue,men,sports
48822,lucera women silver pendant,accessories,jewellery,silver,women,casual
23513,adidas men black watch,accessories,watches,black,men,casual
17726,reid  taylor men stripes purple shirt,apparel,topwear,purple,men,casual
30938,fabindia women printed red  black kurti,apparel,topwear,red,women,ethnic
45365,cobblerz women black sandals,footwear,shoes,black,women,casual
11889,franco leone men formal tan formal shoes,footwear,shoes,tan,men,formal
4042,rajasthan royals kids authentic replica cricket jersey,apparel,topwear,blue,unisex,sports
15415,fila women tenet black sports shoes,footwear,shoes,black,women,sports
37745,john players men striped white shirt,apparel,topwear,white,men,casual
5190,queen mens black tshirt,apparel,topwear,black,men,casual
25280,lino perros women leatherette black handbag,accessories,bags,black,women,casual
1530,puma men ferrari track jacket,apparel,topwear,red,men,sports
40617,span women green kurta,apparel,topwear,green,women,ethnic
10167,united colors of benetton men nighthawk black casual shoes,footwear,shoes,black,men,casual
43092,swiss army men mountain water eau de toilette 100 ml,personal care,fragrance,blue,men,casual
30560,opium men aviator gold sunglasses,accessories,eyewear,gold,men,casual
3267,guerrilla mens rider green tshirt,apparel,topwear,green,men,casual
42140,nike men free trainer grey sports shoes,footwear,shoes,grey,men,sports
12630,probase men printed blue tshirts,apparel,topwear,blue,men,casual
47432,baggit women brown chata josh wallet,accessories,wallets,brown,women,casual
54819,ivory tag yellow plaid laptop bag,accessories,bags,yellow,women,casual
6715,locomotive mens black print white tshirt,apparel,topwear,white,men,casual
23177,mark taylor men black printed tshirt,apparel,topwear,black,men,casual
50485,chromozome men grey melange briefs,apparel,innerwear,grey melange,men,casual
51557,fastrack men black dial watch,accessories,watches,black,men,casual
16290,peter england men stripes yellow polo tshirt,apparel,topwear,yellow,men,casual
35012,fabindia women printed beige  black stole,accessories,stoles,beige,women,ethnic
2187,adidas men stripe navy short,apparel,bottomwear,navy blue,men,sports
30752,fabindia men blue khadi kurta,apparel,topwear,blue,men,ethnic
12402,reid  taylor men solid white socks,accessories,socks,white,men,formal
26637,puma men future cat m2 black casual shoes,footwear,shoes,black,men,casual
3055,tantra mens right now green tshirt,apparel,topwear,green,men,casual
31680,spykar men grey polo tshirt,apparel,topwear,grey,men,casual
17170,us polo assn men checks navy blue shirt,apparel,topwear,navy blue,men,casual
47600,portia women maroon flats,footwear,shoes,brown,women,casual
18904,adidas originals unisex adicolor navy blue cap,accessories,headwear,navy blue,unisex,casual
6527,nike mens woven white short,apparel,bottomwear,white,men,sports
3869,wrangler mens cowboy photo blue tshirt,apparel,topwear,blue,men,casual
51765,hidedge men black belt,accessories,belts,black,men,casual
15627,nike men as squad ft po hoody graph grey sweatshirts,apparel,topwear,grey,men,casual
32839,grendha women jola cigana brown flats,footwear,shoes,brown,women,casual
59508,lucera gold plated pendant with chain,accessories,jewellery,gold,women,casual
